Catégorie principale;Catégorie;Sous Catégories;Type;Produit;Site La Fourche;Quantité La Fourche;Site Biocoop Champollion;Quantité Biocoop Champollion;Site Biocoop Fontaine;Quantité Biocoop Fontaine;Site Satoriz;Quantité Satoriz;Site GreenWeez;Quantité GreenWeez;Code Elefan;Quantité Elefan;Date MAJ;Proportion;Elefan moins cher mais sans stock;
Epicerie salée;Sauces;Tomate;Prix bas;Tomates concassées;https://lafourche.fr/products/la-fourche-tomates-concassees-bio-800g-0-8kg;0,8;https://www.biocoop.fr/tomates-concassees-400g-ca0006-000.html;0,4;https://www.biocoop.fr/tomates-concassees-400g-ca0006-000.html;0,4;https://satoriz-comboire.bio/products/re43267;0,4;https://www.greenweez.com/produit/tomates-concassees-400g-1/1LUCE0025;0,4;TOMATES CONCASSEES BIO IDEA;0,4;;;;
Epicerie salée;Conserves;Légumes;Prix bas;Coucous aux 7 légumes;https://lafourche.fr/products/prosain-couscous-aux-7-legumes-bio-1kg;1;https://www.biocoop.fr/couscous-7-legumes-pr5174-000.html;1;https://www.biocoop.fr/couscous-7-legumes-pr5174-000.html;1;https://satoriz-comboire.bio/products/fd000623;1;https://www.greenweez.com/produit/couscous-aux-7-legumes-1kg/1PROS0058;1;COUSCOUS AUX LEGUMES DU SOLEIL;0,22;;;;
Epicerie salée;Conserves;Légumes;Prix bas;Petits pois;https://lafourche.fr/products/la-fourche-petits-pois-bio-0-265kg;0,265;https://www.biocoop.fr/petits-pois-extra-fins-sans-sel-240g-net-egoutte-pr5177-000.html;0,345;https://www.biocoop.fr/petits-pois-530g-net-egoutte-mg5035-000.html;0,53;https://satoriz-comboire.bio/products/re44454;0,28;https://www.greenweez.com/produit/petits-pois-a-letuvee-400g/1LUCE0019;0,28;PETITS POIS 400G - FRANCE;0,4;;;;
Epicerie salée;Conserves;Légumes;Prix bas;Maïs bio;https://lafourche.fr/products/la-fourche-mais-bio-0-285kg;0,285;https://www.biocoop.fr/mais-doux-285g-net-egoutte-cf7000-000.html;0,285;https://www.biocoop.fr/mais-doux-285g-net-egoutte-cf7000-000.html;0,285;https://satoriz-comboire.bio/products/re44453;0,285;https://www.greenweez.com/produit/lot-de-3-mais-bio-origine-france-300g/1PACK3606;0,9;MAIS DOUX 300G - FRANCE;0,3;;;;
Epicerie salée;Conserves;Légumes;Prix bas;Haricots verts;https://lafourche.fr/products/la-fourche-haricots-verts-bio-0-44kg;0,44;https://www.biocoop.fr/haricots-verts-extra-fins-220g-net-egoutte-cf7001-000.html;0,22;https://www.biocoop.fr/haricots-verts-extra-fins-440g-net-egoutte-mg5033-000.html;0,44;https://satoriz-comboire.bio/products/re44456;0,44;https://www.greenweez.com/produit/lot-de-2-haricots-verts-bio-origine-france-800g/1PACK3593;0,8;HARICOTS VERTS 800G - FRANCE;0,8;;;;
Epicerie salée;Conserves;Légumes;Prix bas;Macédoine;https://lafourche.fr/products/macedoine;0,23;https://www.biocoop.fr/macedoine-de-legumes-445g-rc0863-000.html;0,445;https://www.biocoop.fr/macedoine-de-legumes-240g-net-egoutte-rc0864-000.html;0,34;https://satoriz-comboire.bio/products/ch720;0,445;https://www.greenweez.com/produit/macedoine-de-legumes-370ml/1PRIM0832;0,24;MACEDOINE BOCAL;;;;;en double
Epicerie sucrée;Céréales petit déjeuner;Céréales enfant;Prix bas;Carré fourré chocolat;https://lafourche.fr/products/elibio-cereales-fourrees-tout-chocolat-bio-375g;0,375;https://www.biocoop.fr/ka-re-fourres-chocolat-noisettes-bio-lg2005-000.html;V;https://www.biocoop.fr/ka-re-fourres-chocolat-noisettes-bio-lg2005-000.html;V;https://satoriz-comboire.bio/collections/vrac/products/gr554;V;https://www.greenweez.com/produit/cereales-kare-fourrees-chocolat-noisettes-500g/1GRIL0036;0,5;CHOCO CROK FOURRES NOISETTES CACAO;0,375;;;;
Epicerie sucrée;Céréales petit déjeuner;Céréales enfant;Prix bas;Choco lune;https://lafourche.fr/products/grillon-dor-chocolune-bio-0-375kg;0,375;https://www.biocoop.fr/crosti-griffs-choco-10kg-bio-pr5170-000.html;V;https://www.biocoop.fr/crosti-griffs-choco-10kg-bio-pr5170-000.html;V;https://satoriz-comboire.bio/collections/vrac/products/grexch;V;https://www.greenweez.com/produit/cereales-chocolune-375g/1GRIL0051;0,375;CROC  O  CHOC VRAC;V;;;;
Epicerie sucrée;Céréales petit déjeuner;Céréales enfant;Prix bas;Mops miel;https://lafourche.fr/products/cereales-mops-au-miel;0,3;https://www.biocoop.fr/mops-miel-lg2066-000.html;0,3;https://www.biocoop.fr/mops-miel-lg2066-000.html;0,3;https://satoriz-comboire.bio/products/gr375m;0,3;https://www.greenweez.com/produit/cereales-mops-miel-300g/1GRIL0172;0,3;MOPS MIEL VRAC;V;;;;
Epicerie sucrée;Céréales petit déjeuner;Muesli;Prix bas;Muesli céréales;https://lafourche.fr/products/la-fourche-1kg-de-muesli-5-cereales-en-vrac-bio;1;https://www.biocoop.fr/muesli-graines-et-fruits-secs-1kg-lg1713-000.html;1;https://www.biocoop.fr/muesli-graines-et-fruits-secs-1kg-lg1713-000.html;1;https://satoriz-comboire.bio/products/ce25b;V;https://www.greenweez.com/produit/muesli-5-cereales-500g/1CELN0029;0,5;;;;;;
Epicerie sucrée;Céréales petit déjeuner;Muesli;Prix bas;Muesli fruits;https://lafourche.fr/products/grillon-mueslifruits-1kg;1;https://www.biocoop.fr/muesli-aux-fruits-bio-pr5343-000.html;V;https://www.biocoop.fr/muesli-aux-fruits-bio-pr5343-000.html;V;https://satoriz-comboire.bio/products/ce0990;1;https://www.greenweez.com/produit/muesli-fruits-1kg/1GRIL0001;1;;;;;;
Epicerie sucrée;Céréales petit déjeuner;Muesli;Prix bas;Krounchy nature;https://lafourche.fr/products/la-fourche-muesli-croustillant-nature-bio-1kg;1;https://www.biocoop.fr/muesli-croustillant-essentiel-1kg-aa0122-000.html;1;https://www.biocoop.fr/krounchy-nature-lg2007-000.html;0,5;https://satoriz-comboire.bio/products/gr2953;V;https://www.greenweez.com/produit/krounchy-nature-1kg/1GRIL0018;1;MUESLI TRADITION VRAC;V;;;;
Epicerie sucrée;Céréales petit déjeuner;Muesli;Prix bas;Krounchy chocolat;https://lafourche.fr/products/la-fourche-muesli-croustillant-duo-choco-bio-1kg;1;https://www.biocoop.fr/krounchy-epeautre-chocolat-noir-lg1932-000.html;0,5;https://www.biocoop.fr/krounchy-epeautre-chocolat-noir-lg1932-000.html;0,5;https://satoriz-comboire.bio/products/grceee;V;https://www.greenweez.com/produit/krounchy-chocolat-1kg/1GRIL0020;1;MUESLI CROUSTILLANT CHOCOLAT VRAC;V;;;;
Epicerie sucrée;Céréales petit déjeuner;Muesli;Prix bas;Krounchy fruits rouges;https://lafourche.fr/products/grillon-krounchy-fruits-rouges-500g;0,5;https://www.biocoop.fr/krounchy-fruits-rouges-lg0966-000.html;0,5;https://www.biocoop.fr/krounchy-fruits-rouges-lg0966-000.html;0,5;https://satoriz-comboire.bio/products/grcrufr;0,5;https://www.greenweez.com/produit/crunchy-fruits-rouges-bio-500g/5GREE0216;0,5;MUESLI CROUSTILLANT FRUITS VRAC;V;;;;
Epicerie sucrée;Céréales petit déjeuner;Flocons;Prix bas;Flocon d'avoine petit;https://lafourche.fr/products/la-fourche-1kg-de-petits-flocons-d-avoine-en-vrac-france-bio;1;https://www.biocoop.fr/flocons-d-avoine-petits-non-toastes-bio-pr5344-000.html;V;https://www.biocoop.fr/flocons-d-avoine-petits-non-toastes-bio-pr5344-000.html;V;https://satoriz-comboire.bio/products/cefap25;V;https://www.greenweez.com/produit/flocons-davoine-petit-bio-1-5kg/2WEEZ0129;1,5;FLOCON D AVOINE BABY VRAC;V;;0.1;;
Epicerie sucrée;Céréales petit déjeuner;Flocons;Prix bas;Flocon d'avoine gros;https://lafourche.fr/products/la-fourche-1kg-de-gros-flocons-davoine-bio-en-vrac;1;https://www.biocoop.fr/flocons-d-avoine-gros-bio-lg2061-000.html;V;https://www.biocoop.fr/flocons-d-avoine-gros-bio-lg2061-000.html;V;https://satoriz-comboire.bio/products/cefag-10;V;https://www.greenweez.com/produit/flocons-davoine-gros-bio-1-5kg/2WEEZ0531;1,5;;;;;;
Epicerie sucrée;Chocolats et confiseries;Chocolat patissier;Prix bas;Palet de chocolat noir;https://lafourche.fr/products/la-fourche-palets-de-chocolat-noir-57-bio-en-vrac-0-5kg;0,5;https://www.biocoop.fr/chocolat-noir-dessert-palets-58-bio-po0450-000.html;V;https://www.biocoop.fr/chocolat-noir-palet-54-bio-da9010-000.html;V;https://satoriz-comboire.bio/collections/vrac/products/ma8069;V;https://www.greenweez.com/produit/palets-de-chocolat-noir-58-1kg/1KAOK0016;1;;;;;;
Epicerie sucrée;Chocolats et confiseries;Chocolat patissier;Prix bas;Pépites chocolat noir 60%;https://lafourche.fr/products/la-fourche-pepites-de-chocolat-noir-60-bio-equitable-2-5kg;2,5;https://www.biocoop.fr/chocolat-noir-pepites-60-by0943-000.html;0,1;https://www.biocoop.fr/chocolat-noir-pepites-60-bio-po0448-000.html;V;https://satoriz-comboire.bio/collections/vrac/products/ma73001;V;https://www.greenweez.com/produit/pepites-de-chocolat-noir-60-de-cacao-5kg/1SENF0062;5;PEPITES CHOCO NOIR 60% VRAC;V;;0.2;;
Epicerie sucrée;Chocolats et confiseries;Chocolat patissier;Prix bas;Pépites chocolat noir 60%;https://lafourche.fr/products/la-fourche-pepites-de-chocolat-noir-60-bio-en-vrac-0-5kg;0,5;https://www.biocoop.fr/chocolat-noir-pepites-60-bio-po0448-000.html;V;https://www.biocoop.fr/chocolat-noir-pepites-60-bio-po0448-000.html;V;https://satoriz-comboire.bio/collections/vrac/products/ma73001;V;https://www.greenweez.com/produit/pepites-de-chocolat-noir-60-bio-et-equitables-500g/2WEEZ0401;0,5;;;;;;
Epicerie sucrée;Chocolats et confiseries;Chocolat patissier;Prix bas;Pépites chocolat au lait;https://lafourche.fr/products/la-fourche-pepites-de-chocolat-lait-36-bio-en-vrac-0-5kg;0,5;https://www.biocoop.fr/chocolat-lait-pepites-38-bio-da9007-000.html;V;https://www.biocoop.fr/chocolat-lait-pepites-38-bio-da9007-000.html;V;https://satoriz-comboire.bio/collections/vrac/products/ma00074;V;https://www.greenweez.com/produit/pepites-de-chocolat-au-lait-36-bio-et-equitables-500g/2WEEZ0400;0,5;;;;;;
Epicerie sucrée;Chocolats et confiseries;Chocolat patissier;Prix bas;Chocolat noir dessert;https://lafourche.fr/products/chocolat-patissier-56-bio;0,2;https://www.biocoop.fr/chocolat-noir-dessert-56-200g-bc4128-000.html;0,2;https://www.biocoop.fr/chocolat-noir-dessert-58-200g-aa0106-000.html;0,2;https://satoriz-comboire.bio/collections/epicerie-sucree/products/bt2411;0,2;https://www.greenweez.com/produit/tablette-chocolat-noir-patisserie-60-200g/1BTER0030;0,2;CHOCOLAT NOIR DESSERT 72% CACAO;;;;;
Epicerie sucrée;Chocolats et confiseries;Tablettes;Prix bas;Chocolat noir à la fleur de sel;https://lafourche.fr/products/chocolat-noir-a-la-fleur-de-sel-la-fourche-bio;0,1;https://www.biocoop.fr/chocolat-noir-fleur-de-sel-70-100g-bc4129-000.html;0,1;https://www.biocoop.fr/chocolat-noir-fleur-de-sel-70-100g-po0456-000.html;0,1;https://satoriz-comboire.bio/collections/epicerie-sucree/products/ma7079;0,1;https://www.greenweez.com/produit/lot-de-3-chocolats-noirs-bio-70-fleur-de-sel-100g/1PACK3610;0,3;CHOCOLAT NOIR FLEUR DE SEL;0,1;;;;
Epicerie sucrée;Chocolats et confiseries;Tablettes;Prix bas;Chocolat noir à l'orange;https://lafourche.fr/products/chocolat-noir-55p-a-lorange;0,1;https://www.biocoop.fr/chocolat-noir-orange-58-100g-po0424-000.html;0,1;https://www.biocoop.fr/chocolat-noir-orange-58-100g-po0424-000.html;0,1;https://satoriz-comboire.bio/collections/epicerie-sucree/products/ma1213;0,1;https://www.greenweez.com/produit/tablette-chocolat-noir-orange-100g/1EURO0003;0,1;CHOCOLAT NOIR ORANGES;0,1;;;;
Epicerie sucrée;Conserves;Desserts;Prix bas;So Soja  Vanille ;https://lafourche.fr/products/sojade-so-soja-dessert-vanille-uht-bio-0-53kg;0,53;https://www.biocoop.fr/so-soja-vanille-ti3031-000.html;0,53;https://www.biocoop.fr/so-soja-vanille-ti3031-000.html;0,53;https://satoriz-comboire.bio/collections/epicerie-sucree/products/fr18736;0,53;;;;;;;;
Epicerie sucrée;Conserves;Compotes;Prix bas;Compote pomme;https://lafourche.fr/products/la-fourche-puree-pommes-bio-0-915kg;0,915;https://www.biocoop.fr/puree-pomme-pr5264-000.html;0,82;https://www.biocoop.fr/puree-pomme-pr5264-000.html;0,82;https://satoriz-comboire.bio/collections/epicerie-sucree/products/cn0849;1,7;https://www.greenweez.com/produit/puree-de-pommes-bio-700g/2WEEZ0536;0,7;PUREE DE POMMES SANS SUCRE AJOUTE BOCAL;;;;;
Epicerie sucrée;Conserves;Compotes;Prix bas;Compote pomme poire;https://lafourche.fr/products/la-fourche-puree-pommes-poires-bio-0-915kg;0,915;https://www.biocoop.fr/puree-pomme-poire-he2002-000.html;0,4;https://www.biocoop.fr/puree-pomme-poire-1-05kg-dn1113-000.html;1,05;https://satoriz-comboire.bio/products/ar00021;;https://www.greenweez.com/produit/puree-pomme-poire-bio-700g/2WEEZ0538;0,7;COMPOTE POMME POIRE;0,63;;;;
Epicerie sucrée;Conserves;Compotes;Prix bas;Compote pomme banane;https://lafourche.fr/products/compote-danival-dani-pom-pomme-banane-1-05kg-bio;1,05;https://www.biocoop.fr/puree-de-pommes-et-bananes-cn0219-000.html;0,83;https://www.biocoop.fr/puree-de-pommes-et-bananes-cn0219-000.html;0,83;https://satoriz-comboire.bio/products/da01440;1,05;https://www.greenweez.com/produit/dessert-pomme-banane-1-05kg/1DANI0190;1,05;;;;;;
Epicerie sucrée;Conserves;Desserts;Prix bas;So Soja  Chocolat;https://lafourche.fr/products/sojade-so-soja-dessert-chocolat-uht-bio-0-53kg;0,53;https://www.biocoop.fr/so-soja-chocolat-ti3030-000.html;0,53;https://www.biocoop.fr/so-soja-chocolat-ti3030-000.html;0,53;https://satoriz-comboire.bio/collections/epicerie-sucree/products/fr18734;0,53;;;;;;;;
Epicerie sucrée;Fruits secs et fruits séchés;Fruits séchés;Prix bas;Raisins secs;https://lafourche.fr/products/la-fourche-raisins-secs-sultanine-bio-2-5kg;2,5;https://www.biocoop.fr/raisins-sultanine-n-9-bio-ag3030-000.html;V;https://www.biocoop.fr/raisins-sultanine-n-9-bio-ag3030-000.html;V;https://satoriz-comboire.bio/collections/vrac/products/ag0387;V;https://www.greenweez.com/produit/raisins-sultanine-1kg/1MKAL0257;1;RAISINS DE CORINTHE AOP VRAC;V;oct-24;;;
Epicerie sucrée;Fruits secs et fruits séchés;Fruits séchés;500g;Raisins secs;https://lafourche.fr/products/la-fourche-raisins-secs-sultanines-bio-en-vrac-0-5kg;0,5;https://www.biocoop.fr/raisins-sultanine-n-9-bio-ag3030-000.html;V;https://www.biocoop.fr/raisins-sultanine-n-9-bio-ag3030-000.html;V;https://satoriz-comboire.bio/collections/vrac/products/ag0387;V;https://www.greenweez.com/produit/raisins-sultanines-bio-500g/2WEEZ0006;0,5;RAISINS DE CORINTHE AOP VRAC;V;oct-24;;;
Epicerie sucrée;Fruits secs et fruits séchés;Fruits séchés;Prix bas;Cranberries;https://lafourche.fr/products/la-fourche-250g-de-cranberries-en-vrac-bio;0,25;https://www.biocoop.fr/cranberry-sechee-canada-bio-ag3039-000.html;V;https://www.biocoop.fr/cranberry-sechee-canada-bio-ag3039-000.html;V;https://satoriz-comboire.bio/collections/vrac/products/ag0479;V;https://www.greenweez.com/produit/cranberries-demies-bio-500g/2WEEZ0368;0,5;CANNEBERGE VRAC;V;;;;
Epicerie sucrée;Fruits secs et fruits séchés;Fruits secs;Prix bas;Amandes;https://lafourche.fr/products/la-fourche-500g-amandes-decortiquees-en-vrac-bio;0,5;https://www.biocoop.fr/amandes-completes-bio-ag3005-000.html;V;https://www.biocoop.fr/amande-complete-italie-bio-bc5507-000.html;V;https://satoriz-comboire.bio/collections/vrac/products/ag0417;V;https://www.greenweez.com/produit/amandes-decortiquees-1kg/2WEEZ0354;1;AMANDE DECORTIQUEE VRAC;V;;;;
Epicerie sucrée;Fruits secs et fruits séchés;Fruits secs;Gros Format;Noisettes;https://lafourche.fr/products/la-fourche-noisettes-bio-2-5kg;2,5;https://www.biocoop.fr/noisettes-bio-bc5500-000.html;V;https://www.biocoop.fr/noisettes-bio-bc5500-000.html;V;https://satoriz-comboire.bio/collections/vrac/products/ag0394;V;https://www.greenweez.com/produit/noisettes-decortiquees-2-5kg/2WEEZ0386;2,5;NOISETTE GRILLEE VRAC;V;oct-24;;;
Epicerie sucrée;Fruits secs et fruits séchés;Fruits secs;1kgEQ;Noisettes;https://lafourche.fr/products/la-fourche-noisettes-bio-en-vrac-0-5kg;0,5;https://www.biocoop.fr/noisettes-bio-bc5500-000.html;V;https://www.biocoop.fr/noisettes-bio-bc5500-000.html;V;https://satoriz-comboire.bio/collections/vrac/products/ag0394;V;https://www.greenweez.com/produit/noisettes-decortiquees-1kg/2WEEZ0385;1;NOISETTES DECORTIQUEES;;oct-24;;;
Epicerie sucrée;Fruits secs et fruits séchés;Fruits secs;Prix bas;Noix de cajou;https://lafourche.fr/products/la-fourche-500g-de-noix-de-cajou-bio-en-vrac;0,5;https://www.biocoop.fr/noix-de-cajou-bio-ag3057-000.html;V;https://www.biocoop.fr/noix-de-cajou-bio-ag3057-000.html;V;https://satoriz-comboire.bio/collections/vrac/products/ag0585;V;https://www.greenweez.com/produit/noix-de-cajou-crues-2-5kg/2WEEZ0391;2,5;NOIX DE CAJOU VRAC;V;oct-24;;;
Epicerie sucrée;Fruits secs et fruits séchés;Fruits secs;1kgEQ;Noix de cajou;https://lafourche.fr/products/la-fourche-500g-de-noix-de-cajou-bio-en-vrac;0,5;https://www.biocoop.fr/noix-de-cajou-bio-ag3057-000.html;V;https://www.biocoop.fr/noix-de-cajou-bio-ag3057-000.html;V;https://satoriz-comboire.bio/collections/vrac/products/ag0585;V;https://www.greenweez.com/produit/noix-de-cajou-crues-1kg/2WEEZ0390;1;NOIX DE CAJOU VRAC;V;oct-24;;;
Epicerie sucrée;Sucrants;;Prix bas;Sirop d'agave;https://lafourche.fr/products/la-fourche-sirop-d-agave-bio-0-5l;0,5;https://www.biocoop.fr/sirop-agave-690g-na6021-000.html;0,69;https://www.biocoop.fr/sirop-agave-690g-na6021-000.html;0,69;https://satoriz-comboire.bio/collections/epicerie-sucree/products/re39977;0,69;https://www.greenweez.com/produit/sirop-dagave-690g/1PHIL4026;0,69;SIROP D AGAVE 330G;0,33;;;;
Epicerie sucrée;Sucres et farines;Farines;Prix bas;Farine T65;https://lafourche.fr/products/la-fourche-farine-de-ble-bio-t65-2-5kg;2,5;https://www.biocoop.fr/farine-de-ble-t65-bio-dm3003-000.html;V;https://www.biocoop.fr/farine-de-ble-t65-bio-dm3003-000.html;V;https://satoriz-comboire.bio/collections/epicerie-salee/products/pi65;1;https://www.greenweez.com/produit/farine-de-ble-t65-meule-france-bio-2-5kg/2WEEZ0239;2,5;FARINE T65 VRAC;V;oct-24;;;
Epicerie sucrée;Sucres et farines;Farines;1kg;Farine T65;https://lafourche.fr/products/la-fourche-farine-de-ble-t65-bio-1kg-papier;1;https://www.biocoop.fr/farine-de-ble-t65-bio-dm3003-000.html;V;https://www.biocoop.fr/farine-de-ble-t65-bio-dm3003-000.html;V;https://satoriz-comboire.bio/collections/epicerie-salee/products/pi65;1;https://www.greenweez.com/produit/farine-de-ble-t65-meule-bio-france-1kg/2WEEZ0081;1;FARINE T65 VRAC;V;oct-24;;;
Epicerie sucrée;Sucres et farines;Farines;Prix bas;Farine T110;https://lafourche.fr/products/la-fourche-farine-de-ble-t110-bio-2-5kg;2,5;https://www.biocoop.fr/farine-de-ble-t110-1kg-br0212-000.html;1;https://www.biocoop.fr/farine-de-ble-t110-1kg-br0212-000.html;1;https://satoriz-comboire.bio/collections/epicerie-salee/products/pi110;1;https://www.greenweez.com/produit/farine-de-ble-demi-complete-t110-2-5kg/1MOUL0318;2,5;FARINE T120 VRAC;V;oct-24;;;
Epicerie sucrée;Sucres et farines;Farines;1kg;Farine T110;https://lafourche.fr/products/la-fourche-farine-de-ble-bio-t110-1kg;1;https://www.biocoop.fr/farine-de-ble-t110-1kg-br0212-000.html;1;https://www.biocoop.fr/farine-de-ble-t110-1kg-br0212-000.html;1;https://satoriz-comboire.bio/collections/epicerie-salee/products/pi110;1;https://www.greenweez.com/produit/farine-de-ble-bio-t110-1kg/2WEEZ0486;1;FARINE T120 VRAC;V;oct-24;;;
Epicerie sucrée;Sucres et farines;Farines;Prix bas;Farine  seigle;https://lafourche.fr/products/la-fourche-farine-de-seigle-bio-1kg;1;https://www.biocoop.fr/farine-de-seigle-t130-1kg-br0213-000.html;1;https://www.biocoop.fr/farine-de-seigle-t130-1kg-br0213-000.html;1;https://satoriz-comboire.bio/collections/epicerie-salee/products/seix1;1;https://www.greenweez.com/produit/farine-de-seigle-t130-bio-france-2-5kg/2WEEZ0238;2,5;FARINE DE SEIGLE;1;oct-24;;;
Epicerie sucrée;Sucres et farines;Farines;1kg;Farine  seigle;https://lafourche.fr/products/la-fourche-farine-de-seigle-bio-1kg;1;https://www.biocoop.fr/farine-de-seigle-t130-1kg-br0213-000.html;1;https://www.biocoop.fr/farine-de-seigle-t130-1kg-br0213-000.html;1;https://satoriz-comboire.bio/collections/epicerie-salee/products/seix1;1;https://www.greenweez.com/produit/farine-de-seigle-t130-bio-france-1kg/2WEEZ0013;1;FARINE DE SEIGLE;1;oct-24;;;
Epicerie sucrée;Sucres et farines;Farines;Prix bas;Farine 5 céréales;https://lafourche.fr/products/celnat-farine-5-cereales-1kg;1;https://www.biocoop.fr/farine-de-5-cereales-t130-1kg-br0219-000.html;1;https://www.biocoop.fr/farine-de-5-cereales-t130-1kg-br0219-000.html;1;https://satoriz-comboire.bio/collections/epicerie-salee/products/cei03003;1;https://www.greenweez.com/produit/farine-complete-5-cereales-bio-3kg/5GREE0146;3;FARINE MULTICEREALES VRAC;V;;;;
Epicerie sucrée;Sucres et farines;Farines;Prix bas;Farine 5 céréales;https://lafourche.fr/products/celnat-farine-5-cereales-1kg;1;https://www.biocoop.fr/farine-de-5-cereales-t130-1kg-br0219-000.html;1;https://www.biocoop.fr/farine-de-5-cereales-t130-1kg-br0219-000.html;1;https://satoriz-comboire.bio/collections/epicerie-salee/products/cei03003;1;https://www.greenweez.com/produit/farine-complete-5-cereales-bio-1kg/1CELN0030;1;FARINE MULTICEREALES VRAC;V;;;;
Epicerie sucrée;Sucres et farines;Sucres;Prix bas;Sucre blond/roux;https://lafourche.fr/products/la-fourche-1kg-de-sucre-blond-bio-en-vrac;1;https://www.biocoop.fr/sucre-de-canne-roux-morceaux-irregulier-bio-ne0106-000.html;V;https://www.biocoop.fr/sucre-canne-blond-bio-ne0107-000.html;V;https://satoriz-comboire.bio/collections/vrac/products/eu3133;V;https://www.greenweez.com/produit/sucre-blond-de-canne-bio-5kg/2WEEZ0550;5;SUCRE BLOND EQUITABLE VRAC;V;oct-24;0.5;;
Epicerie sucrée;Sucres et farines;Sucres;1kg;Sucre blond/roux;https://lafourche.fr/products/la-fourche-1kg-de-sucre-blond-bio-en-vrac;1;https://www.biocoop.fr/sucre-de-canne-roux-morceaux-irregulier-bio-ne0106-000.html;V;https://www.biocoop.fr/sucre-canne-blond-bio-ne0107-000.html;V;https://satoriz-comboire.bio/collections/vrac/products/eu3133;V;https://www.greenweez.com/produit/sucre-blond-de-canne-1kg/1MKAL0174;1;SUCRE BLOND EQUITABLE VRAC;V;oct-24;;;
Epicerie sucrée;Sucres et farines;Sucres;Prix bas;Sucre complet;https://lafourche.fr/products/la-fourche-1kg-de-sucre-de-canne-complet-dulcita-bio-en-vrac;1;https://www.biocoop.fr/sucre-canne-complet-dulcita-1kg-sm0393-000.html;1;https://www.biocoop.fr/sucre-canne-complet-dulcita-1kg-sm0393-000.html;1;https://satoriz-comboire.bio/collections/vrac/products/eu10092;V;https://www.greenweez.com/produit/sucre-de-canne-complet-bio-500g/2WEEZ0261;0,5;SUCRE COMPLET DE CANNE VRAC;1;;;SUCRE DE CANNE COMPLET;
Epicerie sucrée;Aide à la patisserie;Poudres;Prix bas;Poudre à lever;https://lafourche.fr/products/culinat-poudre-a-lever-sans-phosphate-bio-8x10g;0,08;https://www.biocoop.fr/poudre-a-lever-sans-gluten-8x10g-bp5153-000.html;0,08;https://www.biocoop.fr/poudre-a-lever-sans-gluten-8x10g-bp5153-000.html;0,08;https://satoriz-comboire.bio/products/pu7980;0,063;https://www.greenweez.com/produit/poudre-a-lever-sans-phosphate-sans-gluten-8x10g/1CULI0011;0,08;POUDRE A LEVER;0,014;;;;
Epicerie sucrée;Aide à la patisserie;Poudres;Prix bas;Levure boulangère sèche;https://lafourche.fr/products/natali-levure-boulangere-seche-54g;0,054;https://www.biocoop.fr/levure-boulangere-active-9g-ag2001-000.html;0,009;https://www.biocoop.fr/levure-boulangere-active-9g-ag2001-000.html;0,009;https://satoriz-comboire.bio/products/ralesa;0,009;https://www.greenweez.com/produit/levure-boulangere-deshydratee-9-g/1RAPU0061;0,009;LEVURE SECHE ACTIVE;0,125;;;;
Epicerie sucrée;Aide à la patisserie;Poudres;Prix bas;Agar Agar;https://lafourche.fr/products/natali-agar-agar-bio-en-poudre-50g;0,05;https://www.biocoop.fr/agar-agar-5x4g-na5186-000.html;0,02;https://www.biocoop.fr/agar-agar-5x4g-na5186-000.html;0,02;https://satoriz-comboire.bio/collections/epicerie-sucree/products/na510120;0,05;https://www.greenweez.com/produit/agar-agar-5-sachets-de-4g/6NATU0140;0,02;AGAR AGAR;0,004;;;AGAR AGAR;Designation double
Epicerie sucrée;Aide à la patisserie;Poudres;Prix bas;Noix de coco rapée;https://lafourche.fr/products/la-fourche-noix-de-coco-rapee-bio-en-vrac-0-5kg;0,5;https://www.biocoop.fr/noix-de-coco-rapee-philippines-bio-by0922-000.html;V;https://www.biocoop.fr/noix-de-coco-rapee-philippines-bio-by0922-000.html;V;https://satoriz-comboire.bio/products/ag0103;V;https://www.greenweez.com/produit/noix-de-coco-rapee-250g/1MKAL0101;0,25;NOIX DE COCO RAPEE;;;;;
Epicerie sucrée;Aide à la patisserie;Arômes;Prix bas;Arôme naturel fleur d'oranger;https://lafourche.fr/products/la-pateliere-arome-naturel-fleur-d-oranger-bio-1l;1;https://www.biocoop.fr/eau-de-fleur-d-oranger-50ml-ck2004-000.html;0,05;https://www.biocoop.fr/eau-de-fleur-d-oranger-50ml-ck2004-000.html;0,05;https://satoriz-comboire.bio/collections/epicerie-sucree/products/sero20201;1;https://www.greenweez.com/produit/eau-florale-de-fleur-doranger-200ml/1LADR0102;0,2;AROME FLEUR D ORANGER 25CL;0,25;oct-24;;;
Epicerie sucrée;Aide à la patisserie;Arômes;50ml;Extrait de fleur d'oranger;;;https://www.biocoop.fr/eau-de-fleur-d-oranger-50ml-ck2004-000.html;0,05;https://www.biocoop.fr/eau-de-fleur-d-oranger-50ml-ck2004-000.html;0,05;https://satoriz-comboire.bio/products/cofl?_pos=3&_sid=485c5a709&_ss=r;0,05;https://www.greenweez.com/produit/eau-de-fleur-doranger-arome-naturel-50ml/1COOK0099;0,05;;;oct-24;;;
